"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_cfgMagazines_real_Mag_CZ75_15Rnd1","Detachable box magazine for CZ 75 pistol. Holds up to 15 rounds of 9x19mm.","Detachable box magazine for CZ 75 pistol. Holds up to 15 rounds of 9x19mm.","Odnímatelný schránkový zásobník na pistoli CZ 75. Pojme až 15 nábojů ráže 9x19 mm.","Abnehmbares Kastenmagazin für die CZ 75-Pistole. Fasst bis zu 15 Schuss 9x19mm-Munition.","Съемный коробчатый магазин для пистолета CZ 75. Вмещает до 15 патронов калибра 9x19 мм.","Zewnętrzny magazynek pudełkowy do pistoletu CZ 75. Mieści 15 naboi 9x19 mm.","Detachable box magazine for CZ 75 pistol. Holds up to 15 rounds of 9x19mm.","Caricatore estraibile per pistola CZ 75. Contiene fino a 15 munizioni calibro 9x19 mm.","Un cargador desmontable para la pistola CZ 75. Contiene hasta 15 proyectiles de 9x19 mm.","Un chargeur amovible pour pistolet CZ 75. Contient jusqu'à 15 balles de calibre 9x19 mm.","可拆卸式盒裝彈匣，適用 CZ 75 手槍。最多能裝 15 發 9x19mm 子彈。","CZ 75 ピストルのための取り外し可能な箱弾倉。9x19mm を最大 15 発装填できる。","Carregador tipo caixa destacável para pistola CZ 75. Armazena até 15 munições calibre 9x19mm.","CZ 75 手枪的可拆卸弹匣。可容纳最多 15 发 9x19mm 子弹。",
"STR_cfgMagazines_real_Mag_Deagle_9Rnd0","9rd Desert Eagle Mag","9rd Desert Eagle Mag","Zásobník Desert Eagle, 9 ran","9-Schuss-Desert Eagle-Magazin","Магазин Desert Eagle, 9 пат.","Magazynek Desert Eagle, 9-n.","9rd Desert Eagle Mag","Caricatore Desert Eagle 9 clp","Cargador de Desert Eagle de 9 balas","Chargeur 9 balles Desert Eagle","9 發 Desert Eagle 彈匣","9rd デザートイーグルマガジン","Carregador 9 mun. Desert Eagle","9 发 Desert Eagle 弹匣",
"STR_cfgMagazines_real_Mag_Deagle_9Rnd1","Detachable box magazine for Desert Eagle pistol. Holds up to 9 rounds of .357.","Detachable box magazine for Desert Eagle pistol. Holds up to 9 rounds of .357.","Odnímatelný schránkový zásobník na pistoli Desert Eagle. Pojme až 9 nábojů ráže .357.","Abnehmbares Kastenmagazin für die Desert Eagle-Pistole. Fasst bis zu 9 Schuss .357-Munition.","Съемный коробчатый магазин для пистолета Desert Eagle. Вмещает до 9 патронов калибра .357.","Zewnętrzny magazynek pudełkowy do pistoletu Desert Eagle. Mieści 9 naboi .357.","Detachable box magazine for Desert Eagle pistol. Holds up to 9 rounds of .357.","Caricatore estraibile per pistola Desert Eagle. Contiene fino a 9 munizioni calibro .357.","Un cargador desmontable para la pistola Desert Eagle. Contiene hasta 9 proyectiles de .357.","Un chargeur amovible pour pistolet Desert Eagle. Contient jusqu'à 9 balles de calibre .357.","可拆卸式盒裝彈匣，適用 Desert Eagle 手槍。最多能裝 9 發 .357 子彈。","デザートイーグルピストル用の取り外し可能なボックスマガジン。.357 を最大 9 発装填できる。","Carregador tipo caixa destacável para pistola Desert Eagle. Armazena até 9 munições. de .357.","Desert Eagle 手枪的可拆卸盒式弹匣。可容纳最多 9 发 .357 子弹。",
"STR_cfgMagazines_real_Mag_FAL_20Rnd0","20rd FAL Mag","20rd FAL Mag","Zásobník FAL, 20 ran","20-Schuss-FAL-Magazin","Магазин FAL, 20 пат.","Magazynek FAL, 20-n.","20rd FAL Mag","Caricatore FAL 20 clp","Cargador FAL, 20 p.","Chargeur 20 balles FAL","20 發 FAL 彈匣","20rd FAL マガジン","Carregador 20 mun. FAL","20 发 FAL 弹匣",
"STR_cfgMagazines_real_Mag_FAL_20Rnd1","Detachable box magazine for the FAL battle rifle. Holds up to 20 rounds of .308 WIN.","Detachable box magazine for the FAL battle rifle. Holds up to 20 rounds of .308 WIN.","Odnímatelný schránkový zásobník na bojovou pušku FAL. Pojme až 20 nábojů ráže .308 WIN.","Abnehmbares Kastenmagazin für das FAL-Kampfgewehr. Fasst bis zu 20 Schuss .308 WIN-Munition.","Съемный коробчатый магазин для автоматической винтовки FAL. Вмещает до 20 патронов калибра .308 WIN.","Zewnętrzny magazynek pudełkowy do karabinu bojowego FAL. Mieści 20 naboi .308 WIN.","Detachable box magazine for the FAL battle rifle. Holds up to 20 rounds of .308 WIN.","Caricatore estraibile per fucile da battaglia FAL. Contiene fino a 20 munizioni calibro .308 WIN.","Un cargador desmontable para el fusil de combate FAL. Contiene hasta 20 proyectiles de .308 WIN.","Un chargeur amovible pour fusil d'assaut FAL. Contient jusqu'à 20 balles de calibre .308 WIN.","可拆卸式盒裝彈匣，適用 FAL 戰鬥步槍。最多能裝 20 發 .308 WIN 子彈。","FN FAL バトルライフルのための取り外し可能な箱弾倉。.308 WIN を最大 20 発装填できる。","Carregador tipo caixa destacável para fuzil de batalha FAL. Armazena até 20 munições calibre .308 WIN.","FN FAL 战斗步枪的可拆卸弹匣。最多可容纳 20 发 .308 WIN 子弹。",
"STR_cfgMagazines_real_Mag_FAMAS_25Rnd0","25rd FAMAS Mag","25rd FAMAS Mag","Zásobník FAMAS, 25 ran","25-Schuss-FAMAS-Magazin","Магазин FAMAS, 25 пат.","Magazynek FAMAS, 25-n.","25rd FAMAS Mag","Caricatore FAMAS 25 clp","Cargador FAMAS, 25 p.","Chargeur 25 balles FAMAS","25 發 FAMAS 彈匣","25rd FAMAS マガジン","Carregador 25 mun. FAMAS","25 发 FAMAS 弹匣",
"STR_cfgMagazines_real_Mag_FAMAS_25Rnd1","Detachable box magazine for the FAMAS assault rifle. Holds up to 25 rounds of 5.56x45mm.","Detachable box magazine for the FAMAS assault rifle. Holds up to 25 rounds of 5.56x45mm.","Odnímatelný schránkový zásobník na útočnou pušku FAMAS. Pojme až 25 nábojů ráže 5,56x45 mm.","Abnehmbares Kastenmagazin für das FAMAS-Sturmgewehr. Fasst bis zu 25 Schuss 5,56x45mm-Munition.","Съемный коробчатый магазин для автомата FAMAS. Вмещает до 25 патронов калибра 5,56x45 мм.","Zewnętrzny magazynek pudełkowy do karabinu szturmowego FAMAS. Mieści 25 naboi 5,56x45 mm.","Detachable box magazine for the FAMAS F1 assault rifle. Holds up to 25 rounds of 5.56x45mm.","Caricatore estraibile per fucile d’assalto FAMAS. Contiene fino a 25 munizioni calibro 5.56x45 mm.","Un cargador desmontable para el fusil de asalto FAMAS. Contiene hasta 25 proyectiles de 5,56x45 mm.","Un chargeur amovible pour fusil d'assaut FAMAS. Contient jusqu'à 25 balles de calibre 5,56x45 mm.","可拆卸式盒裝彈匣，適用 FAMAS 突擊步槍；最多能裝 25 發 5.56x45mm 子彈。","FAMAS アサルトライフルのための着脱式箱弾倉。5.56x45mm を最大 25 発装填できる。","Carregador tipo caixa destacável para fuzil de assalto FAMAS. Armazena até 25 munições calibre 5.56x45mm.","FAMAS 突击步枪的可拆卸盒式弹匣。最多可容纳 25 发 5.56x45 毫米子弹。",
"STR_cfgMagazines_real_Mag_FNX45_15Rnd0","15rd FNX-45 Mag","15rd FNX-45 Mag","Zásobník FNX-45, 15 ran","15-Schuss-FNX-45-Magazin","Магазин FNX-45, 15 пат.","Magazynek FNX-45, 15-n.","15rd FNX-45 Mag","Caricatore FNX-45 15 clp","Cargador FNX-45, 15 p.","Chargeur 15 balles FNX-45","15 發 FNX-45 彈匣","15rd FNX-45 マガジン","Carregador 15 mun. FNX-45","15 发 FNX-45 弹匣",
"STR_cfgMagazines_real_Mag_FNX45_15Rnd1","Detachable box magazine for FNX-45 pistol. Holds up to 15 rounds of .45 ACP.","Detachable box magazine for FNX-45 pistol. Holds up to 15 rounds of .45 ACP.","Odnímatelný schránkový zásobník na pistoli FNX-45. Pojme až 15 nábojů ráže .45 ACP.","Abnehmbares Kastenmagazin für die FNX-45-Pistole. Fasst bis zu 15 Schuss .45 ACP-Munition.","Съемный коробчатый магазин для пистолета FNX-45. Вмещает до 15 патронов калибра .45 ACP.","Zewnętrzny magazynek pudełkowy do pistoletu FNX-45. Mieści 15 naboi .45 ACP.","Detachable box magazine for FNX-45 pistol. Holds up to 15 rounds of .45 ACP.","Caricatore estraibile per pistola FNX-45. Contiene fino a 15 munizioni calibro .45 ACP.","Un cargador desmontable para la pistola FNX-45. Contiene hasta 15 proyectiles de .45 ACP.","Un chargeur amovible pour pistolet FNX-45. Contient jusqu'à 15 balles de calibre .45 ACP.","可拆卸式盒裝彈匣，適用 FNX-45 手槍。最多能裝 15 發 .45 ACP 子彈。","FN FNX-45 ピストルのための取り外し可能な箱弾倉。.45 ACP を最大 15 発装填できる。","Carregador tipo caixa destacável para pistola FNX-45. Armazena até 15 munições calibre .45 ACP.","FN FNX-45 手枪的可拆卸弹匣。可容纳最多 15 发 .45 ACP 子弹。",
"STR_cfgMagazines_real_Mag_Glock_15Rnd0","15rd Glock-19 Mag","15rd Glock-19 Mag","Zásobník Glock-19, 15 ran","15-Schuss-Glock-19-Magazin","Магазин Glock-19, 15 пат.","Magazynek Glock-19, 15-n.","15rd Glock-19 Mag","Caricatore Glock-19 15 clp","Cargador Glock-19, 15 p.","Chargeur 15 balles Glock-19","15 發 Glock-19 彈匣","15rd Glock-19 マガジン","Carregador 15 mun. Glock-19","15 发 Glock-19 弹匣",
"STR_cfgMagazines_real_Mag_Glock_15Rnd1","Detachable box magazine for Glock-19 pistol. Holds up to 15 rounds of 9x19mm.","Detachable box magazine for Glock-19 pistol. Holds up to 15 rounds of 9x19mm.","Odnímatelný schránkový zásobník na pistoli Glock-19. Pojme až 15 nábojů ráže 9x19 mm.","Abnehmbares Kastenmagazin für die Glock-19-Pistole. Fasst bis zu 15 Schuss 9x19mm-Munition.","Съемный коробчатый магазин для пистолета Glock-19. Вмещает до 15 патронов калибра 9x19 мм.","Zewnętrzny magazynek pudełkowy do pistoletu Glock-19. Mieści 15 naboi 9x19 mm.","Detachable box magazine for Glock-19 pistol. Holds up to 15 rounds of 9x19mm.","Caricatore estraibile per pistola Glock-19. Contiene fino a 15 munizioni calibro 9x19 mm.","Un cargador desmontable para la pistola Glock-19. Contiene hasta 15 proyectiles de 9x19 mm.","Un chargeur amovible pour pistolet Glock-19. Contient jusqu'à 15 balles de calibre 9x19 mm.","可拆卸式盒裝彈匣，適用 Glock-19 手槍。最多能裝 15 發 9x19mm 子彈。","Glock-19 ピストルのための取り外し可能な箱弾倉。9x19mm を最大 15 発装填できる。","Carregador tipo caixa destacável para pistola Glock-19. Armazena até 15 munições calibre 9x19mm.","Glock-19 手枪的可拆卸盒式弹匣。可容纳最多 15 发 9x19 毫米子弹。",
"STR_cfgMagazines_real_Mag_IJ70_12Rnd0","12rd Makarov IJ70 Mag","12rd Makarov IJ70 Mag","Zásobník Makarov IJ70, 12 ran","12-Schuss-Makarov IJ70-Magazin","Магазин Макаров IJ70 12 пат.","Magazynek Makarov IJ70, 12-n.","12rd Makarov IJ70 Mag","Caricatore Makarov IJ70 12 clp","Cargador Makarov IJ70, 12 p.","Chargeur 12 balles Makarov IJ70","12 發 Makarov IJ70 彈匣","12rd Makarov IJ70 マガジン","Carregador 12 mun. Makarov IJ70","12 發 Makarov IJ70 彈匣",
"STR_cfgMagazines_real_Mag_IJ70_12Rnd1","Detachable box magazine for Makarov IJ70 pistol. Holds up to 12 rounds of .380 ACP.","Detachable box magazine for Makarov IJ70 pistol. Holds up to 12 rounds of .380 ACP.","Odnímatelný schránkový zásobník na pistoli Makarov IJ70. Pojme až 12 nábojů ráže .380 ACP.","Abnehmbares Kastenmagazin für die Makarov IJ70-Pistole. Fasst bis zu 12 Schuss .380 ACP-Munition.","Съемный коробчатый магазин для пистолета ИЖ-71Н. Вмещает до 12 патронов калибра .380 ACP.","Zewnętrzny magazynek pudełkowy do pistoletu Makarov IJ70. Mieści 12 naboi .380 ACP.","Detachable box magazine for Makarov IJ70 pistol. Holds up to 12 rounds of .380 ACP.","Caricatore estraibile per pistola Makarov IJ70. Contiene fino a 12 munizioni calibro .380 ACP.","Un cargador desmontable para la pistola Makarov IJ70. Contiene hasta 12 proyectiles de .380 ACP.","Un chargeur amovible pour pistolet Makarov IJ70. Contient jusqu'à 12 balles de calibre .380 ACP.","可拆卸式盒裝彈匣，適用 Makarov IJ70 手槍。最多能裝 12 發 .380 ACP 子彈。","Baikal Makarov IJ70 ピストルのための取り外し可能な箱弾倉。.380 ACP を最大 12 発装填できる。","Carregador tipo caixa destacável para pistola Makarov IJ70. Armazena até 12 munições calibre .380 ACP.","可拆卸式盒裝彈匣，適用 Makarov IJ70 手槍。最多能裝 12 發 .380 ACP 子彈。",
"STR_cfgMagazines_real_Mag_M14_10Rnd0","10rd M14 Mag","10rd M14 Mag","Zásobník M14, 10 ran","10-Schuss-M14-Magazin","Магазин M14, 10 пат.","Magazynek M14, 10-n.","10rd M14 Mag","Caricatore M14 10 clp","Cargador M14, 10 p.","Chargeur 10 balles M14","10 發 M14 彈匣","10rd M14 マガジン","Carregador 10 mun. M14","10 发 M14 弹匣",
"STR_cfgMagazines_real_Mag_M14_10Rnd1","Detachable magazine for the M14 rifle. Holds up to 10 rounds of .308 WIN.","Detachable magazine for the M14 rifle. Holds up to 10 rounds of .308 WIN.","Odnímatelný zásobník do pušky M14. Pojme až 10 nábojů ráže .308 WIN.","Abnehmbares Magazin für das M14-Gewehr. Fasst bis zu 10 Schuss .308-WIN-Munition.","Съемный магазин для винтовки M14. Вмещает до 10 патронов калибра .308 WIN.","Zewnętrzny magazynek do karabinu M14. Mieści 10 naboi .308 WIN.","Detachable magazine for the M14 rifle. Holds up to 10 rounds of .308 WIN.","Caricatore estraibile per fucile M14. Contiene fino a 10 munizioni calibro .308 WIN.","Un cargador desmontable para el fusil M14. Contiene hasta 10 proyectiles de .308 WIN.","Un chargeur amovible pour fusil M14. Contient jusqu'à 10 balles de calibre .308 WIN.","可拆卸式彈匣，適用 M14 步槍，最多能裝 10 發 .308 WIN 子彈。","M14 ライフルのための着脱式マガジン。.308 WIN を最大 10 発装填できる。","Carregador tipo caixa destacável para fuzil M14. Armazena até 10 munições calibre .308 WIN.","M14 步枪的可拆卸弹匣，最多可容纳 10 发 .308 WIN 子弹。",
"STR_cfgMagazines_real_Mag_M14_20Rnd0","20rd M14 Mag","20rd M14 Mag","Zásobník M14, 20 ran","20-Schuss-M14-Magazin","Магазин M14, 20 пат.","Magazynek M14, 20-n.","20rd M14 Mag","Caricatore M14 20 clp","Cargador M14, 20 p.","Chargeur 20 balles M14","20 發 M14 彈匣","20rd M14 マガジン","Carregador 20 mun. M14","20 发 M14 弹匣",
"STR_cfgMagazines_real_Mag_M14_20Rnd1","Detachable magazine for the M14 rifle. Holds up to 20 rounds of .308 WIN.","Detachable magazine for the M14 rifle. Holds up to 20 rounds of .308 WIN.","Odnímatelný zásobník do pušky M14. Pojme až 20 nábojů ráže .308 WIN.","Abnehmbares Magazin für das M14-Gewehr. Fasst bis zu 20 Schuss .308-WIN-Munition.","Съемный магазин для винтовки M14. Вмещает до 20 патронов калибра .308 WIN.","Zewnętrzny magazynek do karabinu M14. Mieści 20 naboi .308 WIN.","Detachable magazine for the M14 rifle. Holds up to 20 rounds of .308 WIN.","Caricatore estraibile per fucile M14. Contiene fino a 20 munizioni calibro .308 WIN.","Un cargador desmontable para el fusil M14. Contiene hasta 20 proyectiles de .308 WIN.","Un chargeur amovible pour fusil M14. Contient jusqu'à 20 balles de calibre .308 WIN.","可拆卸式彈匣，適用 M14 步槍，最多能裝 20 發 .308 WIN 子彈。","M14 ライフルのための着脱式マガジン。.308 WIN を最大 20 発装填できる。","Carregador tipo caixa destacável para fuzil M14. Armazena até 20 munições calibre .308 WIN.","M14 步枪的可拆卸弹匣，最多可容纳 20 发 .308 WIN 子弹。",
"STR_cfgMagazines_real_Mag_MKII_10Rnd0","10rd Ruger MK II Mag","10rd Ruger MK II Mag","Zásobník Ruger MK II, 10 ran","10-Schuss-Ruger MK II-Magazin","Магазин Ruger MK II, 10 пат.","Magazynek Ruger MK II, 10-n.","10rd Ruger MK II Mag","Caricatore Ruger MK II 10 clp","Cargador Ruger MK II, 10 p.","Chargeur 10 balles Ruger MK II","10 發 Ruger MK II 彈匣","10rd Ruger MK II マガジン","Carregador 10 mun. Ruger MK II","10 发 Ruger MK II 弹匣",
"STR_cfgMagazines_real_Mag_MKII_10Rnd1","Detachable box magazine for Ruger MK II pistol. Holds up to 10 rounds of .22 LR.","Detachable box magazine for Ruger MK II pistol. Holds up to 10 rounds of .22 LR.","Odnímatelný schránkový zásobník na pistoli Ruger MK II. Pojme až 10 nábojů ráže .22 LR.","Abnehmbares Kastenmagazin für die Ruger MK II-Pistole. Fasst bis zu 10 Schuss .22 LR-Munition.","Съемный коробчатый магазин для пистолета Ruger MK II. Вмещает до 10 патронов калибра .22 LR.","Zewnętrzny magazynek pudełkowy do pistoletu Ruger MK II. Mieści 10 naboi .22 LR.","Detachable box magazine for Ruger MK II pistol. Holds up to 10 rounds of .22 LR.","Caricatore estraibile per pistola Ruger MK II. Contiene fino a 10 munizioni calibro .22 LR.","Un cargador desmontable para la pistola Ruger MK II. Contiene hasta 10 proyectiles de .22 LR.","Un chargeur amovible pour pistolet Ruger MK II. Contient jusqu'à 10 balles de calibre .22 LR.","可拆卸式盒裝彈匣，適用 Ruger MK II 手槍。最多能裝 10 發 .22 LR 子彈。","Ruger MK II Amphibian ピストルのための取り外し可能な箱弾倉。.22 LR を最大 12 発装填できる。","Carregador tipo caixa destacável para pistola Ruger MK II. Armazena até 10 munições calibre .22 LR.","Ruger MK II Amphibian 手枪的可拆卸盒式弹匣。可容纳最多 10 发 .22 LR 子弹。",
"STR_cfgMagazines_real_Mag_MP5_15Rnd0","15rd MP5K Mag","15rd MP5K Mag","Zásobník HK MP5, 15 ran","15-Schuss HK MP5-Magazin","Магазин HK MP5, 15 пат.","Magazynek HK MP5, 15-n.","15rd MP5K Mag","Caricatore HK MP5 15 clp","Cargador HK MP5, 15 p.","Chargeur 15 balles HK MP5","15 發 HK MP5 彈匣","15rd HK MP5 マガジン","Carregador 15 mun. HK MP5","15 发 HK MP5弹匣",
"STR_cfgMagazines_real_Mag_MP5_15Rnd1","Detachable box magazine for HK MP5 submachine gun. Holds up to 15 rounds of 9x19mm.","Detachable box magazine for HK MP5 submachine gun. Holds up to 15 rounds of 9x19mm.","Odnímatelný schránkový zásobník na samopal HK MP5. Pojme až 15 nábojů ráže 9x19 mm.","Abnehmbares Kastenmagazin für die HK MP5-Maschinenpistole. Fasst bis zu 15 Schuss 9x19mm-Munition.","Съемный коробчатый магазин для пистолета-пулемета HK MP5. Вмещает до 15 патронов калибра 9x19 мм.","Zewnętrzny magazynek pudełkowy do pistoletu maszynowego HK MP5. Mieści 15 naboi 9x19 mm.","Detachable box magazine for HK MP5 submachine gun. Holds up to 15 rounds of 9x19mm.","Caricatore estraibile per mitra HK MP5. Contiene fino a 15 munizioni calibro 9x19 mm.","Un cargador desmontable para la metralleta HK MP5. Contiene hasta 15 proyectiles de 9x19 mm.","Un chargeur amovible pour pistolet mitrailleur HK MP5. Contient jusqu'à 15 balles de calibre 9x19 mm.","可拆卸式盒裝彈匣，適用 HK MP5 機關槍。最多能裝 15 發 9x19mm 子彈。","HK MP5 短機関銃のための取り外し可能な箱弾倉。9x19mm を最大 15 発装填できる。","Carregador tipo caixa destacável para submetralhadora HK MP5. Armazena até 15 munições calibre 9x19mm.","HK MP5冲锋枪的可拆卸盒式弹匣。可容纳最多15发9x19毫米子弹。",
